"Mineral Name","RRUFF Chemistry (plain)","Database ID","Country of Type Locality"
"Fresnoite","Ba2Ti4+O(Si2O7)","1998","USA"
"Freudenbergite","Na(Ti4+3Fe3+)O8","1999","Germany"
"Friedelite","Mn2+8Si6O15(OH)10","2000","France"
"Friedrichbeckeite","K([box]Na)Mg2(MgBe2Si12)O30","5678","Germany"
"Friedrichite","Cu1+5Pb2+5Bi3+7S2-18","2001","Austria"
"Fritzscheite","Mn2+(U6+O2)2(V5+O4,PO4)2·4H2O","2002","Czech Republic / Germany"
"Frohbergite","FeTe2","2003","Canada"
"Frolovite","Ca[B(OH)4]2","2004","Russia"
"Frondelite","(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5","2005","Brazil"
"Froodite","PdBi2","2006","Canada"
"Fuenzalidaite","K3Na5Mg5(I5+O3)6(S6+O4)6·6H2O","2007","Chile"
"Fuettererite","Pb2+3Cu2+6Te6+O6(OH)7Cl5","6054","USA"
"Fukalite","Ca4Si2O6(CO3)(OH)2","2008","Japan"
"Fukuchilite","Cu2+3Fe2+(S2)2-4","2009","Japan"
"Fulbrightite","Ca(V4+O)2(As5+O4)2·4H2O","6923","USA"
"Fülöppite","Pb2+3Sb3+8S2-15","2011","Romania"
"Furongite","Al13(U6+O2)7(PO4)13(OH)14·58H2O","2012","China"
"Furutobeite","(Cu1+,Ag1+)6Pb2+S2-4","2013","Japan"
"Gabrielite","Tl2AgCu2As3S7","5205","Switzerland"
"Gabrielsonite","Pb2+Fe3+(As3+O3)O","2014","Sweden"
"Gachingite","Au(Te1-xSex) 0.2 ≈ x ≤ 0.5","7129","Russia"
"Gadolinite-(Ce)","Fe2+Be2Ce3+2(SiO4)2O2","2015","Norway"
"Gadolinite-(Nd)","Nd3+2Fe2+Be2O2(SiO4)2","6542","Sweden"
"Gadolinite-(Y)","Fe2+Be2Y3+2(SiO4)2O2","2016","Sweden"
"Gagarinite-(Ce)","NaCaCe3+F6","4784","Canada"
"Gagarinite-(Y)","NaCaY3+F6","2017","Kazakhstan"
"Gageite","Mn2+21Si8O27(OH)20","2018","USA"
"Gahnite","Zn2+Al2O4","2020","Sweden"
"Gaidonnayite","Na2Zr4+Si3O9·2H2O","2021","Canada"
"Gaildunningite","Hg2+3[NHg2+2]18(Cl,I)24","6774","USA"
"Gainesite","Na2(Be,Li)Zr4+2(PO4)4·1.5H2O","2022","USA"
"Gaitite","Ca2+2Zn2+(As5+O4)2·2H2O","2023","Namibia"
"Gajardoite","KCa0.5As3+4O6Cl2·5H2O","6441","Chile"
"Galaxite","Mn2+Al2O4","2024","USA"
"Galeaclolusite","Al6(As5+O4)3(OH)9(H2O)4·8H2O","7065","France"
"Galeite","Na15(S6+O4)5ClF4","2025","USA"
"Galena","Pb2+S2-","2026","unknown"
"Galenobismutite","Pb2+Bi3+2S2-4","2027","Sweden"
"Galgenbergite-(Ce)","CaCe3+2(CO3)4·H2O","2028","Austria"
"Galileiite","NaFe2+4(PO4)3","2029","USA (meteorite)"
"Galkhaite","(Hg2+5Cu1+)Cs1+As3+4S2-12","2030","Kyrgyzstan / Russia"
"Galliskiite","Ca4Al2(PO4)2F8·5H2O","5765","Argentina"
"Gallite","Cu1+Ga3+S2-2","2031","Democratic Republic of the Congo / Namibia"
"Gallobeudantite","Pb2+Ga3+3(As5+O4)(S6+O4)(OH)6","2032","Namibia"
"Galloplumbogummite","Pb2+(Ga,Al)2Ge(PO4)2(OH)6","5930","Namibia"
"Galuskinite","Ca7(SiO4)3(CO3)","5915","Russia"
"Gamagarite","Ba2Fe3+(V5+O4)2(OH)","2033","South Africa"
"Gananite","Bi3+F3","2034","China"
"Ganomalite","Pb2+3Ca2(SiO4)(Si2O7)","2035","Sweden"
"Ganophyllite","(K,Na)1-2Mn2+6(Si,Al)10O24(OH)4·7-11H2O","2036","Sweden"
"Ganterite","Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2","2037","Switzerland"
"Gaotaiite","Ir3Te8","2038","China"
"Garavellite","Fe2+Sb3+Bi3+S2-4","2039","Italy"
"Garmite","CsLiMg2(Si4O10)F2","6650","Tajikistan"
"Garpenbergite","Mn2+6As5+Sb5+O10(OH)2","7113","Sweden"
"Garrelsite","NaBa3B7Si2O16(OH)4","2040","USA"
"Garronite-Ca","NaCa2.5(Si10Al6)O32·14H2O","2042","United Kingdom"
"Garronite-Na","Na6(Al6Si10O32)·8.5H2O","6429","Canada"
"Gartrellite","Pb2+Cu2+Fe3+(As5+O4)2(OH)·H2O","2043","Australia"
"Garutiite","(Ni,Fe,Ir)","5715","Dominican Republic"
"Garyansellite","Mg2Fe3+(PO4)2(OH)·2H2O","2044","Canada"
"Gasparite-(Ce)","Ce3+As5+O4","2045","Italy"
"Gasparite-(La)","La3+(As5+O4)","6809","Kazakhstan"
"Gaspéite","Ni2+CO3","2046","Canada"
"Gatedalite","Zr4+Mn2+2Mn3+4SiO12","6249","Sweden"
"Gatehouseite","Mn2+5(PO4)2(OH)4","2047","Australia"
"Gatelite-(Ce)","(Ca,Ce3+)4(Al,Mg,Fe2+)4(Si2O7)(SiO4)3(O,F,OH)3","2048","France"
"Gatewayite","Ca6(As3+V4+3V5+9As5+6O51)·31H2O","6394","USA"
"Gatumbaite","CaAl2(PO4)2(OH)2·H2O","2049","Rwanda"
"Gaudefroyite","Ca4Mn3+3(BO3)3(CO3)O3","2050","Morocco"
"Gaultite","Na4Zn2+2Si7O18·5H2O","2051","Canada"
"Gauthierite","KPb2+[(U6+O2)7O5(OH)7]·8H2O","6532","Democratic Republic of the Congo"
"Gayite","NaMn2+Fe3+5(PO4)4(OH)6·2H2O","5716","Argentina"
"Gaylussite","Na2Ca(CO3)2·5H2O","2052","Venezuela"
"Gazeevite","BaCa6(SiO4)2(S6+O4)2O","6438","Georgia / Israel"
"Gearksutite","CaAlF4(OH)·H2O","2053","Denmark (Greenland)"
"Gebhardite","Pb2+8As3+4O11Cl6","2054","Namibia"
"Gedrite","[box]Mg2(Mg3Al2)(Si6Al2)O22(OH)2","2055","France"
"Geerite","Cu8S5","2056","USA"
"Geffroyite","(Cu,Fe,Ag)9Se8","2057","France"
"Gehlenite","Ca2Al(SiAl)O7","2058","Italy"
"Geigerite","Mn2+5(As5+O4)2(As5+O3OH)2·10H2O","2059","Switzerland"
"Geikielite","MgTi4+O3","2060","Sri Lanka"
"Gelosaite","Bi3+Mo6+(2-5x)Mo5+6xO7(OH)·H2O (0≤x≤0.4)","5768","Italy"
"Geminite","Cu2+(As5+O3OH)·H2O","2061","France"
"Gengenbachite","KFe3+3(H2PO4)2(HPO4)4·6H2O","5531","Germany"
"Genkinite","Pt4Sb3","2062","South Africa"
"Genplesite","Ca3Sn4+(S6+O4)2(OH)6·3H2O","6316","Russia"
"Genthelvite","Be3Zn2+4(SiO4)3S2-","2063","USA"
"Geocronite","Pb2+14Sb3+6S2-23","2064","Sweden"
"Georgbarsanovite","Na12(Mn2+,Sr)3Ca6Fe2+3Zr4+3Nb5+Si25O76Cl2·H2O","5228","Russia"
"Georgbokiite","Cu2+5O2(Se4+O3)2Cl2","2065","Russia"
"Georgechaoite","KNaZr4+Si3O9·2H2O","2066","USA"
"George-ericksenite","Na6CaMg(I5+O3)6(Cr6+O4)2·12H2O","2067","Chile"
"Georgeite","Cu2+2CO3(OH)2","2068","Australia"
"Georgerobinsonite","Pb2+4(Cr6+O4)2(OH)2FCl","5797","USA"
"Georgiadesite","Pb2+4(As3+O3)Cl4(OH)","2069","Greece"
"Gerasimovskite","Mn2+Ti4+3Nb5+2O12·9H2O","5097","Russia"
"Gerdtremmelite","Zn2+Al2As5+O4(OH)5","2070","Namibia"
"Gerenite-(Y)","NaCaY3+3Si6O18·2H2O","2071","Canada"
"Gerhardtite","Cu2+2N5+O3(OH)3","2072","USA"
"Germanite","Cu1+8Cu2+5Fe3+2Ge4+2S2-16","2073","Namibia"
"Germanocolusite","Cu1+9Cu2+4V3+Ge4+3S2-16","2074","Russia / Kazakhstan / Namibia / Bulgaria"
"Gersdorffite-P2<sub>1</sub>3","Ni3+(AsS)3-","2075","Austria"
"Gersdorffite-Pa3","Ni3+(AsS)3-","5005","Austria"
"Gersdorffite-Pca2<sub>1</sub>","Ni3+(AsS)3-","5006","Austria"
"Gerstleyite","Na2(Sb,As)8S13·2H2O","2076","USA"
"Gerstmannite","Mn2+MgZn2+SiO4(OH)2","2077","USA"
"Geschieberite","K2(U6+O2)(S6+O4)2·2H2O","6299","Czech Republic"
"Getchellite","SbAsS3","2078","USA"
"Geversite","PtSb2","2079","South Africa"
"Ghiaraite","CaCl2·4H2O","6126","Italy"
"Giacovazzoite","K5Fe3+3O(S6+O4)6·10H2O","6888","Italy"
"Gianellaite","[(N3-Hg2+2)2](S6+O4)(H2O)<i>x</i>","2080","USA"
"Gibbsite","Al(OH)3","2081","USA"
"Giessenite","(Cu1+,Fe2+)2Pb2+26.4(Bi3+,Sb3+)19.6S2-57","5007","Switzerland"
"Giftgrubeite","CaMn2+2Ca2(As5+O4)2(As5+O3OH)2·4H2O","6629","France"
"Gilalite","Cu2+5Si6O17·7H2O","2082","USA"
"Gillardite","Cu2+3Ni2+Cl2(OH)6","5386","Australia"
"Gillespite","BaFe2+Si4O10","2083","USA"
"Gillulyite","Tl2As8S13","2084","USA"
"Gilmarite","Cu2+3(As5+O4)(OH)3","2085","France"
"Giniite","Fe2+Fe3+4(PO4)4(OH)2·2H2O","2086","Namibia"
"Ginorite","Ca2B14O20(OH)6·5H2O","2087","Italy"
"Giorgiosite","Mg5(CO3)4(OH)2·5H2O","2088","Greece"
"Giraudite-(Zn)","Cu1+6(Cu1+4Zn2+2)As3+4Se2-13","2089","France"
"Girvasite","NaCa2Mg3(PO4)3(CO3)(H2O)6","2091","Russia"
"Gismondine-Ca","Ca2(Si4Al4)O16·8H2O","2092","Italy"
"Gismondine-Sr","Sr4(Si8Al8O32)·9H2O","7155","Israel"
"Gittinsite","CaZr4+Si2O7","2093","Canada"
"Giuseppettite","Na42K16Ca6Si48Al48O192(S6+O4)10Cl2·5H2O","2094","Italy"
"Gjerdingenite-Ca","K2Ca(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·6H2O","5533","Russia"
"Gjerdingenite-Fe","K2Fe2+(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·6H2O","2095","Norway"
"Gjerdingenite-Mn","K2Mn2+(Nb5+,Ti4+)4(Si4O12)2(O,OH)4·6H2O","5230","Norway"
"Gjerdingenite-Na","(K,Na)2Na(Nb5+,Ti4+)4(Si4O12)2(OH,O)4·5H2O","5534","Canada"
"Gladite","Cu1+Pb2+Bi3+5S2-9","2096","Sweden"
"Gladiusite","Fe3+2Fe2+4PO4(OH)11·H2O","2097","Russia"
"Gladkovskyite","MnTlAs3S6","6827","Russia"
"Glagolevite","Na(Mg,Al)6(Si3Al)O10(OH,O)8","2098","Russia"
"Glauberite","Na2Ca(S6+O4)2","2099","Spain"
"Glaucocerinite","Zn2+1-xAlx(S6+O4)x/2(OH)2·nH2O  (x<0.5, n>3x/2)","2100","Greece"
"Glaucochroite","CaMn2+SiO4","2101","USA"
"Glaucodot","Co3+Fe3+(AsS)3-2","2102","Chile"
"Glaucophane","[box]Na2(Mg3Al2)Si8O22(OH)2","2104","Greece"
"Glaukosphaerite","Cu2+Ni2+CO3(OH)2","2105","Australia"
"Glikinite","Zn2+3O(S6+O4)2","6851","Russia"
"Glucine","CaBe4(PO4)2(OH)4·0.5H2O","2106","Russia"
"Glushinskite","Mg(C2)6+O4·2H2O","2107","Russia"
"Gmalimite","K6[box]Fe2+24S2-27","6898","Israel"
"Gmelinite-Ca","Ca2(Si8Al4)O24·11H2O","2108","Italy"
"Gmelinite-K","K4(Si8Al4)O24·11H2O","2109","Russia / Italy"
"Gmelinite-Na","Na4(Si8Al4)O24·11H2O","2110","United Kingdom / Italy"
"Gobbinsite","Na5(Si11Al5)O32·11H2O","2111","United Kingdom"
"Gobelinite","Co2+Cu2+4(S6+O4)2(OH)6·6H2O","6890","France / Germany"
"Godlevskite","(Ni,Fe)9S8","2112","Russia"
"Godovikovite","(N3-H4)Al(S6+O4)2","2113","Russia"
"Goedkenite","Sr2Al(PO4)2(OH)","2114","USA"
"Goethite","Fe3+O(OH)","2115","Germany"
"Gold","Au","2116","unknown"
"Goldfieldite","(Cu1+4[box]2)Cu1+6Te4+4S2-13","2117","USA"
"Goldhillite","Cu2+5Zn2+(As5+O4)2(OH)6·H2O","7144","USA"
"Goldichite","KFe3+(S6+O4)2·4H2O","2118","USA"
"Goldmanite","Ca3V3+2(SiO4)3","2119","USA"
"Goldquarryite","Cu2+Cd2+2Al3(PO4)4F3·10H2O","2120","USA"
"Goldschmidtite","KNb5+O3","6776","South Africa"
"Golyshevite","Na10Ca9Zr4+3Fe2+2SiNb5+(Si3O9)2(Si9O27)2(OH)3(CO3)·H2O","5324","Russia"
"Gonnardite","(Na,Ca)2(Si,Al)5O10·3H2O","2121","France"
"Gonyerite","Mn2+5Fe3+(Si3Fe3+O10)(OH)8","2122","Sweden"
"Goosecreekite","Ca(Si6Al2)O16·5H2O","2123","USA"
"Gorbunovite","CsLi2(Ti3+,Fe3+)Si4O10(F,OH,O)2","6683","Tajikistan"
"Gorceixite","BaAl3(PO4)(PO3OH)(OH)6","2124","Brazil"
"Gordaite","NaZn2+4(S6+O4)(OH)6Cl·6H2O","2125","Chile"
"Gordonite","MgAl2(PO4)2(OH)2·8H2O","2126","USA"
"Gorerite","CaAlFe3+11O19","6964","Israel"
"Görgeyite","K2Ca5(S6+O4)6·H2O","2127","Austria"
"Gormanite","Fe2+3Al4(PO4)4(OH)6·2H2O","2128","Canada"
"Gortdrumite","Cu24Fe2Hg9S23","2129","Ireland"
"Goryainovite","Ca2(PO4)Cl","6490","Sweden"
"Goslarite","Zn2+S6+O4·7H2O","2130","Germany"
"Gottardiite","Na3Mg3Ca5Al19Si117O272·93H2O","2131","Antarctica"
"Gottlobite","CaMg(V5+O4)(OH)","2132","Germany"
"Götzenite","Ca4NaCa2Ti4+(Si2O7)2(OF)F2","2133","Democratic Republic of the Congo"
"Goudeyite","Cu2+6Al(As5+O4)3(OH)6·3H2O","2134","USA"
"Gowerite","Ca[B5O8(OH)][B(OH)3]·3H2O","2135","USA"
"Goyazite","SrAl3(PO4)(PO3OH)(OH)6","2136","Brazil"
"Graemite","Cu2+Te4+O3·H2O","2137","USA"
"Graeserite","Fe3+4Ti4+3As3+O13(OH)","2138","Switzerland"
"Graftonite","Fe2+Fe2+2(PO4)2","2139","USA"
"Graftonite-(Ca)","CaFe2+2(PO4)2","6684","Poland"
"Graftonite-(Mn)","Mn2+Fe2+2(PO4)2","6685","Poland"
"Gramaccioliite-(Y)","(Pb2+,Sr)(Y3+,Mn2+)Fe3+2(Ti4+,Fe3+)18O38","2140","Italy"
"Grammatikopoulosite","NiVP","6976","Greece"
"Grandaite","Sr2+2Al(As5+O4)2(OH)","6226","Italy"
"Grandidierite","MgAl3O2(BO3)SiO4","2141","Madagascar"
"Grandreefite","Pb2+2(S6+O4)F2","2142","USA"
"Grandviewite","Cu2+3Al2(S6+O4)(OH)10·H2O","5574","USA"
"Grantsite","(Na,Ca)2+x(V5+,V4+)6O16·4H2O","2143","USA"
"Graphite","C","2144","unknown"
"Graţianite","Mn2+Bi3+2S2-4","6235","Romania"
"Gratonite","Pb2+9As3+4S2-15","2145","Peru"
"Grattarolaite","Fe3+3O3PO4","2146","Italy"
"Graulichite-(Ce)","CeFe3+3(As5+O4)2(OH)6","5008","Belgium"
"Graulichite-(La)","LaFe3+3(As5+O4)2(OH)6","7108","Morocco"
"Gravegliaite","Mn2+S4+O3·3H2O","2147","Italy"
"Grayite","Th3+PO4·H2O","2148","Zimbabwe"
"Grechishchevite","Hg2+3S2-2BrCl0.5I0.5","2149","Russia"
"Greenalite","(Fe2+,Fe3+)2-3Si2O5(OH)4","2150","USA"
"Greenlizardite","(N3-H4)Na(U6+O2)2(S6+O4)2(OH)2·4H2O","6644","USA"
"Greenockite","Cd2+S2-","2151","United Kingdom"
"Greenwoodite","Ba2-x(V3+OH)xV3+9(Fe3+,Fe2+)2Si2O22","5836","Canada"
"Gregoryite","Na2CO3","5009","Tanzania"
"Greifensteinite","Ca2Fe2+5Be4(PO4)6(OH)4·6H2O","2152","Germany"
"Greigite","Fe2+Fe3+2S4","2153","USA"
"Grenmarite","Na2Zr4+2Na2Mn2+Zr4+(Si2O7)2O2F2","5235","Norway"
"Grguricite","CaCr3+2(CO3)2(OH)4·4H2O","7006","Morocco"
"Griceite","LiF","2154","Canada"
"Griffinite","Al2Ti4+O5","7213","Israel"
"Grigorievite","Cu2+3Fe3+2Al2(V5+O4)6","6104","Russia"
"Grimaldiite","Cr3+O(OH)","2155","Guyana"
"Grimmite","Ni2+Co3+2S2-4","7074","Czech Republic"
"Grimselite","K3Na(U6+O2)(CO3)3·H2O","2156","Switzerland"
"Griphite","Ca(Mn2+,Na,Li)6Fe2+Al2(PO4)6(F,OH)2","2157","USA"
"Grischunite","NaCa2Mn2+5Fe3+(As5+O4)6·2H2O","2158","Switzerland"
"Groatite","[box]NaCaMn2+2(PO4)(HPO4)2","5714","Canada"
"Grokhovskyite","CuCrS2","6952","Russia (meteorite)"
"Grootfonteinite","Pb2+3O(CO3)2","6451","Namibia"
"Grossite","CaAl4O7","2159","Algeria (meteorite) / Israel"
"Grossmanite","CaTi3+AlSiO6","5735","Mexico (meteorite)"
"Grossular","Ca3Al2(SiO4)3","2160","Russia"
"Groutite","Mn3+O(OH)","2161","USA"
"Grumantite","NaSi2O4(OH)·H2O","2162","Russia"
"Grumiplucite","Hg2+Bi3+2S2-4","2163","Italy"
"Grundmannite","Cu1+Bi3+Se2-2","6439","Bolivia"
"Grunerite","[box]Fe2+2Fe2+5Si8O22(OH)2","2164","France"
"Gruzdevite","Cu1+6Hg2+3Sb3+4S2-12","2165","Kyrgyzstan"
"Guanacoite","Cu2+2Mg3(As5+O4)2(OH)4·4H2O","5234","Chile"
"Guanajuatite","Bi3+2Se2-3","2166","Mexico"
"Guanine","C5H3(NH2)N4O","2167","Peru"
"Guarinoite","Zn2+6S6+O4(OH)10·5H2O","2168","France"
"Gudmundite","Fe3+(SbS)3-","2169","Sweden"
"Guérinite","Ca5(As5+O3OH)2(As5+O4)2·9H2O","2170","Germany"
"Guettardite","Pb2+Sb3+As3+S2-4","2171","Canada"
"Gugiaite","Ca2BeSi2O7","2172","China"
"Guidottiite","Mn2+2Fe3+(SiFe3+)O5(OH)4","5794","South Africa"
"Guildite","Cu2+Fe3+(S6+O4)2(OH)·4H2O","2173","USA"
"Guilleminite","Ba(U6+O2)3(Se4+O3)2O2·3H2O","2174","Democratic Republic of the Congo"
"Guimarãesite","Ca2Zn2+5Be4(PO4)6(OH)4·6H2O","5535","Brazil"
"Guite","Co2+Co3+2O4","6710","Democratic Republic of Congo"
"Gungerite","TlAs5Sb4S13","7025","Russia"
"Gunningite","Zn2+S6+O4·H2O","2175","Canada"
"Günterblassite","(K,Ca)3-xFe2+[(Si,Al)13O25(OH,O)4]·7H2O","5960","Germany"
"Gunterite","Na4Ca[V5+10O28]·20H2O","5932","USA"
"Gupeiite","Fe3Si","2176","China (meteorite)"
"Gurimite","Ba3(V5+O4)2","6193","Israel"
"Gurzhiite","Al(U6+O2)(S6+O4)2F·10H2O","7193","Russia"
"Gustavite","Ag1+Pb2+Bi3+3S2-6","5010","Denmark (Greenland)"
"Gutkovaite-Mn","CaK2Mn2+(Ti4+,Nb5+)4(Si4O12)2(O,OH)4·5H2O","5011","Russia"
"Guyanaite","Cr3+O(OH)","2177","Guyana"
"Gwihabaite","(N3-H4)N5+O3","2178","Botswana"
"Gypsum","CaS6+O4·2H2O","2179","unknown"
"Gyrolite","NaCa16(Si23Al)O60(OH)8·14H2O","2180","United Kingdom"
"Gysinite-(La)","Pb2+La(CO3)2(OH)·H2O","7232","China"
"Gysinite-(Nd)","Pb2+Nd3+(CO3)2(OH)·H2O","2181","Democratic Republic of the Congo"
"Haapalaite","2[(Fe2+,Ni2+)S2-]·1.61[(Mg,Fe2+)(OH)2]","2182","Finland"
"Hafnon","Hf4+SiO4","2183","Mozambique"
"Hagendorfite","Na2Mn2+Fe2+Fe3+(PO4)3","2184","Germany"
"Haggertyite","BaMgFe2+4Fe3+2Ti4+5O19","2185","USA"
"Häggite","V3+V4+O2(OH)3","2186","USA"
"Hagstromite","Pb2+8Cu2+(Te6+O6)2(CO3)Cl4","6979","USA"
"Haidingerite","Ca(As5+O3OH)·H2O","2187","Czech Republic"
"Haigerachite","KFe3+3(H2PO4)6(HPO4)2·4H2O","2188","Germany"
"Haineaultite","(Na,Ca)5Ca(Ti4+,Nb5+)5Si12O34(OH,F)8·5H2O","5012","Canada"
"Hainite-(Y)","(Ca3Y3+)Na(NaCa)Ti4+(Si2O7)2(OF)F2","2189","Czech Republic"
"Haitaite-(La)","LaU4+Fe3+2(Ti4+13Fe2+4Fe3+)O38","7096","China"
"Haiweeite","Ca(U6+O2)2Si5O12(OH)2·6H2O","2190","USA"
"Hakite-(Hg)","Cu1+6(Cu1+4Hg2+2)Sb3+4Se2-13","2191","Czech Republic"
"Halamishite","Ni5P4","6264","Israel"
"Håleniusite-(Ce)","CeOF","7150","Portugal"
"Håleniusite-(La)","LaOF","5237","Sweden"
"Halilsarpite","[Mg(H2O)6][CaAs3+2(Fe3+2.67Mo6+0.33)(As5+O4)2O7]","6911","Morocco"
"Halite","NaCl","2192","unknown"
"Hallimondite","Pb2+2(U6+O2)(As5+O4)2·nH2O","2193","Germany"
"Halloysite-10Å","Al2Si2O5(OH)4·2H2O","5394","Algeria / Poland"
"Halloysite-7Å","Al2Si2O5(OH)4","2194","Belgium"
"Halotrichite","Fe2+Al2(S6+O4)4·22H2O","2195","unknown"
"Halurgite","Mg4[B8O13(OH)2]2·7H2O","2196","Kazakhstan"
"Hambergite","Be2BO3(OH)","2197","Norway"
"Hammarite","Cu1+2Pb2+2Bi3+4S2-9","5099","Sweden"
"Hanahanite","[Zn2+8(OH)14(S6+O4)]·3H2O","7236","USA"
"Hanauerite","AgHgSI","6783","Germany"
"Hanawaltite","Hg1+6Hg2+O3Cl2","2198","USA"
"Hancockite","CaPb2+Fe3+Al2(Si2O7)(SiO4)O(OH)","2199","USA"
"Hanjiangite","Ba2Ca(V3+Al)(AlSi3O10)(OH)2F(CO3)2","5811","China"
"Hanksite","KNa22(S6+O4)9(CO3)2Cl","2200","USA"
"Hannayite","(N3-H4)2Mg3(PO3OH)4·8H2O","2201","Australia"
"Hannebachite","(CaS4+O3)2·H2O","2202","Germany"
"Hansblockite","(Cu1+,Hg2+)(Bi3+,Pb2+)Se2-2","6503","Bolivia"
"Hansesmarkite","Ca2Mn2+2Nb5+6O19·20H2O","6468","Norway"
"Hapkeite","Fe2Si","5229","Oman"
"Haradaite","SrV4+Si2O7","2203","Japan"
"Hardystonite","Ca2Zn2+Si2O7","2204","USA"
"Harkerite","Ca48Mg16[AlSi4O15(OH)]4(BO3)16(CO3)16·2(H2O,HCl)","2205","United Kingdom"
"Harmotome","Ba2(Si12Al4)O32·12H2O","2206","Germany"
"Harmunite","CaFe3+2O4","6102","Palestine"
"Harrisonite","CaFe2+6(SiO4)2(PO4)2","2207","Canada"
"Harstigite","Ca6Mn2+Be4(SiO4)2(Si2O7)2(OH)2","2208","Sweden"
"Hasanovite","KNa(Mo6+O2)(S6+O4)2","7045","Tajikistan"
"Hashemite","BaCr6+O4","2209","Jordan"
"Hastingsite","NaCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2","2210","Canada"
"Hatchite","Ag1+Pb2+Tl1+As3+2S2-5","2212","Switzerland"
"Hatertite","NaNaCa(Cu2+Fe3+)(As5+O4)3","6105","Russia"
"Hatrurite","Ca3SiO5","2213","Israel"
"Hauchecornite","Ni9BiSbS8","2214","Germany"
"Hauckite","Fe3+3Mg24Zn2+18(S6+O4)4(CO3)2(OH)81","5024","USA"
"Hauerite","Mn2+(S2)2-","2215","Slovakia"
"Hausmannite","Mn2+Mn3+2O4","2216","Germany"
"Haüyne","Na3Ca(Si3Al3)O12(S6+O4)","2217","Italy"
"Hawleyite","Cd2+S2-","2218","Canada"
"Hawthorneite","BaMgTi4+3Cr3+4Fe2+2Fe3+2O19","2219","South Africa"
"Haxonite","(Fe,Ni)23C6","2220","Mexico (meteorite) / USA (meteorite)"
"Haycockite","Cu4Fe5S8","2221","South Africa"
"Haydeeite","Cu2+3Mg(OH)6Cl2","5565","Chile"
"Haynesite","(U6+O2)3(Se4+O3)2(OH)2·5H2O","2222","USA"
"Haywoodite","[Pb2+(H2O)10][Zn2+12(OH)20(H2O)(S6+O4)3]","7219","USA"
"Hazenite","KNaMg2(PO4)2·14H2O","5660","USA"
"Heamanite-(Ce)","(K0.5Ce0.5)Ti4+O3","7019","Canada"
"Heazlewoodite","Ni3S2","2223","Australia"
"Hechtsbergite","Bi3+2O(V5+O4)(OH)","2224","Germany"
"Hectorfloresite","Na9(I5+O3)(S6+O4)4","2225","Chile"
"Hectorite","Na0.3(Mg,Li)3Si4O10(OH)2","2226","USA"
"Hedegaardite","(Ca,Na)9(Ca,Na)Mg(PO4)6(PO3OH)","6368","Chile"
"Hedenbergite","CaFe2+Si2O6","2227","Sweden"
"Hedleyite","Bi7Te3","4867","Canada"
"Hedyphane","Ca2Pb2+3(As5+O4)3Cl","2228","Sweden"
"Heftetjernite","Sc3+Ta5+O4","5613","Norway"
"Heideite","(Fe2+,Cr2+)1.15(Ti3+,Fe2+)2S2-4","2229","India (meteorite)"
"Heidornite","Na2Ca3B5O8(S6+O4)2(OH)2Cl","2230","Germany"
"Heinrichite","Ba(U6+O2)2(As5+O4)2·10H2O","2231","USA / Germany"
"Heisenbergite","U6+O2(OH)2·H2O","5924","Germany"
"Hejtmanite","Ba2Mn2+4Ti4+2(Si2O7)2O2(OH)2F2","2232","Zambia"
"Heklaite","KNaSiF6","5712","Iceland"
"Hellandite-(Ce)","(Ca,REE)4Ce2Al[box]2(B4Si4O22)(OH)2","2234","Italy"
"Hellandite-(Y)","(Ca,REE)4Y2Al[box]2(B4Si4O22)(OH)2","2235","Norway"
"Hellyerite","Ni2+CO3·6H2O","2236","Australia"
"Helmutwinklerite","Pb2+Zn2+2(As5+O4)2·2H2O","2237","Namibia"
"Helvine","Mn2+4(BeSiO4)3S2-","2238","Germany"
"Hematite","Fe3+2O3","2239","unknown"
"Hematolite","(Mn2+,Mg,Al)15(As3+O3)(As5+O4)2(OH)23","2240","Sweden"
"Hematophanite","Pb2+4Fe3+3O8Cl","2241","Sweden"
"Hemihedrite","Pb2+10Zn2+(Cr6+O4)6(SiO4)2(OH)2","2242","USA"
"Hemimorphite","Zn2+4Si2O7(OH)2·H2O","2243","Romania"
"Hemleyite","Fe2+SiO3","6611","China"
"Hemloite","(Ti4+,V3+,Fe3+,Al)12As3+2O23(OH)","2244","Canada"
"Hemusite","Cu1+4Cu2+2Sn4+Mo4+S2-8","2245","Bulgaria"
"Hendekasartorite","Tl1+2Pb2+48As3+82S2-172","6473","Switzerland"
"Hendersonite","Ca1.3(V5+,V4+)6O16·6H2O","2246","USA"
"Hendricksite","KZn2+3(Si3Al)O10(OH)2","5025","USA"
"Heneuite","CaMg5(PO4)3(CO3)(OH)","2247","Norway"
"Henmilite","Ca2Cu2+[B(OH)4]2(OH)4","2248","Japan"
"Hennomartinite","SrMn3+2Si2O7(OH)2·H2O","2249","South Africa"
"Henritermierite","Ca3Mn3+2(SiO4)2(OH)4","2250","Morocco"
"Henryite","(Cu,Ag)3+xTe2 (x~0.4)","2251","USA"
"Henrymeyerite","Ba(Ti4+7Fe2+)O16","2252","Russia"
